mission_id,person_id,start_city,end_city,start_date,end_date,event,real_move,travel_type,vehicle_type,is_return_trip,km,parking_cost,hotel_cost,plane_cost,reimbursement,total_cost,nearest_airport,first_name,last_name,home_address,admin_address,admin_city,has_car,car_type_x,car_model,car_capacity,fiscal_hp,car_type_y,co2_per_km,energy_per_km,start_hour,cluster_agnes
176,176,Montbéliard,Lyon,2025-05-04 11:30:00,2025-05-07 10:45:00,Conference,True,car,Tesla Model 3,0,246,30,300,0,94,424,,Josette,Hervé,"41, chemin de Lebrun, 97277 Pires-la-Forêt","Université de Franche-Comté, Montbéliard",Montbéliard,True,electric,Tesla Model 3,5.0,6.0,electric,0.03,0.15,11,0
177,177,Belfort,Toulouse,2025-05-10 12:15:00,2025-05-11 07:00:00,Conference,True,plane,,0,514,0,100,120,64,284,Basel-Mulhouse,Adélaïde,Jacques,"627, chemin Audrey Valentin, 23698 Lemonnier-sur-Blanchard","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,12,5
178,178,Besançon,Toulouse,2025-05-02 09:45:00,2025-05-04 11:00:00,Meeting,True,car,Peugeot 208,0,271,20,200,0,116,336,,Noël,Duval,"8, rue de Bigot, 52669 Joubert","Université de Franche-Comté, Besançon",Besançon,True,diesel,Peugeot 208,5.0,5.0,diesel,0.155,,9,8
179,179,Belfort,Dijon,2025-05-03 20:00:00,2025-05-04 14:00:00,Conference,True,plane,,1,344,0,100,120,95,315,Basel-Mulhouse,Georges,Langlois,"714, avenue Marin, 79482 Sainte ChristopheBourg","Université de Franche-Comté, Belfort",Belfort,True,gasoline,Audi A4,5.0,8.0,gasoline,0.185,,20,2
180,180,Besançon,Dijon,2025-05-11 10:45:00,2025-05-14 09:15:00,Meeting,True,plane,,1,716,0,300,120,92,512,Dole-Jura,Christophe,Mary,"86, boulevard de Blondel, 22442 Sainte Josettenec","Université de Franche-Comté, Besançon",Besançon,True,diesel,Peugeot 208,5.0,4.0,diesel,0.155,,10,1
181,181,Besançon,Strasbourg,2025-05-02 06:45:00,2025-05-03 16:45:00,Training,True,car,Fiat Panda,1,269,10,100,0,78,188,,Inès,Mendès,"47, rue Delannoy, 61881 Coulon","Université de Franche-Comté, Besançon",Besançon,True,gasoline,Fiat Panda,4.0,8.0,gasoline,0.17,,6,2
182,182,Belfort,Dijon,2025-05-01 08:30:00,2025-05-02 16:00:00,Training,True,car,,1,647,10,100,0,75,185,,Paul,Gonzalez,"78, avenue Denis Hardy, 35413 Bonnet","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,8,1
183,183,Montbéliard,Nice,2025-05-04 13:15:00,2025-05-07 19:15:00,Meeting,True,plane,,1,770,0,300,120,98,518,Basel-Mulhouse,Margot,Bourgeois,"52, chemin de Arnaud, 32625 Bodin","Université de Franche-Comté, Montbéliard",Montbéliard,True,gasoline,Audi A4,5.0,5.0,gasoline,0.185,,13,1
184,184,Belfort,Paris,2025-05-01 19:30:00,2025-05-04 14:15:00,Training,True,plane,,1,431,0,300,120,101,521,Basel-Mulhouse,Honoré,Charles,"59, rue Munoz, 84943 Étienne","Université de Franche-Comté, Belfort",Belfort,True,electric,Tesla Model 3,5.0,4.0,electric,0.03,0.15,19,9
185,185,Belfort,Toulouse,2025-05-07 19:30:00,2025-05-09 20:30:00,Meeting,True,car,,1,414,20,200,0,91,311,,Franck,Descamps,"6, boulevard de Fernandez, 97464 Lecoq-sur-Mer","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,19,2
186,186,Montbéliard,Strasbourg,2025-05-11 14:45:00,2025-05-12 16:00:00,Conference,True,car,,1,562,10,100,0,118,228,,Pénélope,Gallet,"100, rue de Gilbert, 19507 Sainte Arnaudeboeuf","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,14,1
187,187,Montbéliard,Nice,2025-05-03 17:45:00,2025-05-05 15:15:00,Training,True,car,,1,535,20,200,0,94,314,,Aurore,Lebon,"38, rue Baron, 20157 Saint Nathalie","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,17,1
188,188,Besançon,Strasbourg,2025-05-06 20:45:00,2025-05-08 18:00:00,Conference,True,plane,,1,792,0,200,120,112,432,Dole-Jura,Arnaude,Blanchet,"4, chemin Ramos, 69540 Hoarau","Université de Franche-Comté, Besançon",Besançon,True,diesel,Peugeot 208,5.0,9.0,diesel,0.155,,20,1
189,189,Besançon,Nice,2025-05-11 06:15:00,2025-05-12 12:00:00,Conference,True,plane,,0,797,0,100,120,89,309,Dole-Jura,Emmanuelle,Briand,"31, rue Manon Langlois, 75413 Bègue-sur-Mer","Université de Franche-Comté, Besançon",Besançon,True,gasoline,Audi A4,5.0,5.0,gasoline,0.185,,6,3
190,190,Montbéliard,Dijon,2025-05-09 19:15:00,2025-05-11 11:15:00,Conference,True,car,Renault Clio,0,259,20,200,0,129,349,,William,Boyer,"178, rue Michelle Bodin, 97427 Renaud","Université de Franche-Comté, Montbéliard",Montbéliard,True,diesel,Renault Clio,5.0,9.0,diesel,0.16,,19,8
191,191,Besançon,Lyon,2025-05-08 07:15:00,2025-05-10 19:15:00,Training,True,plane,,0,216,0,200,120,76,396,Dole-Jura,Amélie,Collin,"8, boulevard Bertrand, 51260 Leduc-sur-Meyer","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,7,8
192,192,Belfort,Strasbourg,2025-05-08 15:15:00,2025-05-09 16:30:00,Conference,True,plane,,0,348,0,100,120,94,314,Basel-Mulhouse,Étienne,Fabre,"42, chemin de Michel, 44911 Saint DanielBourg","Université de Franche-Comté, Belfort",Belfort,True,diesel,Renault Clio,5.0,8.0,diesel,0.16,,15,5
193,193,Montbéliard,Marseille,2025-05-11 17:30:00,2025-05-14 08:45:00,Meeting,True,plane,,1,524,0,300,120,106,526,Basel-Mulhouse,Agathe,Lévêque,"boulevard Jean Rousseau, 42981 Voisin-sur-Leroy","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,17,1
194,194,Belfort,Paris,2025-05-08 15:30:00,2025-05-11 07:45:00,Training,True,car,Audi A4,0,790,30,300,0,134,464,,Agnès,Evrard,"98, boulevard Charlotte Thibault, 59114 Sainte Paulette","Université de Franche-Comté, Belfort",Belfort,True,gasoline,Audi A4,5.0,7.0,gasoline,0.185,,15,6
195,195,Besançon,Marseille,2025-05-06 06:00:00,2025-05-09 15:45:00,Conference,True,plane,,1,160,0,300,120,104,524,Dole-Jura,Inès,Masson,"86, rue Dufour, 03548 Sainte VictorBourg","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,6,4
196,196,Belfort,Lyon,2025-05-02 12:00:00,2025-05-05 15:30:00,Conference,True,plane,,0,670,0,300,120,97,517,Basel-Mulhouse,Valentine,Ferrand,"287, avenue Alphonse Charpentier, 82726 Sainte Lucas","Université de Franche-Comté, Belfort",Belfort,True,electric,Tesla Model 3,5.0,7.0,electric,0.03,0.15,12,0
197,197,Besançon,Marseille,2025-05-04 11:30:00,2025-05-06 15:30:00,Conference,True,car,,0,653,20,200,0,80,300,,Nicolas,Gomez,"91, rue de Colas, 51859 Mendès-sur-Mer","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,11,3
198,198,Belfort,Paris,2025-05-11 16:30:00,2025-05-12 15:30:00,Conference,True,plane,,1,612,0,100,120,74,294,Basel-Mulhouse,Denise,Dias,"30, avenue Godard, 90247 Bonneau-les-Bains","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,16,1
199,199,Montbéliard,Strasbourg,2025-05-08 10:45:00,2025-05-11 18:30:00,Conference,True,car,Audi A4,1,393,30,300,0,96,426,,Stéphanie,Raymond,"49, avenue de Da Silva, 47781 NeveuVille","Université de Franche-Comté, Montbéliard",Montbéliard,True,gasoline,Audi A4,5.0,8.0,gasoline,0.185,,10,4
200,200,Montbéliard,Dijon,2025-05-07 14:15:00,2025-05-10 12:15:00,Meeting,True,plane,,1,788,0,300,120,131,551,Basel-Mulhouse,René,Chevalier,"45, chemin Emmanuel Lemaire, 05893 Saint Joséphine-les-Bains","Université de Franche-Comté, Montbéliard",Montbéliard,True,gasoline,Fiat Panda,4.0,8.0,gasoline,0.17,,14,1
201,201,Besançon,Lyon,2025-05-04 07:15:00,2025-05-06 16:30:00,Meeting,True,car,Peugeot 208,1,599,20,200,0,79,299,,Daniel,Weber,"avenue de Le Goff, 31157 Seguin","Université de Franche-Comté, Besançon",Besançon,True,diesel,Peugeot 208,5.0,4.0,diesel,0.155,,7,1
202,202,Montbéliard,Marseille,2025-05-05 07:00:00,2025-05-08 12:15:00,Conference,True,car,Renault Clio,0,103,30,300,0,104,434,,Luce,Jean,"26, rue Margot Garnier, 85477 Goncalves","Université de Franche-Comté, Montbéliard",Montbéliard,True,diesel,Renault Clio,5.0,7.0,diesel,0.16,,7,8
203,203,Belfort,Strasbourg,2025-05-02 12:00:00,2025-05-03 08:30:00,Training,True,car,Tesla Model 3,0,509,10,100,0,109,219,,Agathe,Lemonnier,"88, rue de Lecoq, 83641 Louis-sur-Payet","Université de Franche-Comté, Belfort",Belfort,True,electric,Tesla Model 3,5.0,9.0,electric,0.03,0.15,12,3
204,204,Montbéliard,Nice,2025-05-07 06:00:00,2025-05-09 08:30:00,Training,True,plane,,1,103,0,200,120,51,371,Basel-Mulhouse,Simone,Martel,"rue Cécile Moulin, 01321 Lopez-sur-Mendès","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,6,4
205,205,Montbéliard,Marseille,2025-05-08 08:15:00,2025-05-10 17:00:00,Conference,True,plane,,0,192,0,200,120,119,439,Basel-Mulhouse,Joséphine,Carlier,"rue Peron, 13942 Neveu","Université de Franche-Comté, Montbéliard",Montbéliard,True,electric,Tesla Model 3,5.0,10.0,electric,0.03,0.15,8,0
206,206,Besançon,Toulouse,2025-05-10 13:30:00,2025-05-11 16:00:00,Meeting,True,plane,,1,391,0,100,120,142,362,Dole-Jura,Joseph,Delannoy,"49, rue de Dupré, 43380 Benard","Université de Franche-Comté, Besançon",Besançon,True,hybrid,Toyota Prius,5.0,5.0,hybrid,0.1,,13,2
207,207,Belfort,Lyon,2025-05-08 15:00:00,2025-05-11 11:15:00,Training,True,car,,1,167,30,300,0,82,412,,Stéphanie,Teixeira,"96, rue Yves Rodriguez, 97231 Guérin-les-Bains","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,15,4
208,208,Besançon,Marseille,2025-05-01 17:45:00,2025-05-03 19:30:00,Conference,True,plane,,1,154,0,200,120,83,403,Dole-Jura,Anne,Moreno,"737, rue Delorme, 76599 Jacques-sur-Allard","Université de Franche-Comté, Besançon",Besançon,True,diesel,Renault Clio,5.0,4.0,diesel,0.16,,17,4
209,209,Besançon,Toulouse,2025-05-07 09:45:00,2025-05-10 19:30:00,Training,True,car,,0,308,30,300,0,67,397,,Agnès,Philippe,"37, avenue Peron, 54736 Albert-sur-Benard","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,9,8
210,210,Belfort,Strasbourg,2025-05-08 18:00:00,2025-05-09 17:30:00,Training,True,plane,,0,234,0,100,120,120,340,Basel-Mulhouse,Emmanuel,Andre,"35, rue Benoît Louis, 19330 JourdanBourg","Université de Franche-Comté, Belfort",Belfort,True,hybrid,Toyota Prius,5.0,4.0,hybrid,0.1,,18,5
211,211,Montbéliard,Marseille,2025-05-09 09:30:00,2025-05-11 15:15:00,Conference,True,car,,0,329,20,200,0,64,284,,Simone,Thibault,"85, boulevard Amélie Fouquet, 16880 RichardBourg","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,9,5
212,212,Belfort,Dijon,2025-05-03 12:30:00,2025-05-05 07:45:00,Training,True,car,,1,383,20,200,0,68,288,,Richard,Raymond,"8, rue Costa, 62359 Hamon","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,12,2
213,213,Montbéliard,Strasbourg,2025-05-02 13:30:00,2025-05-03 19:00:00,Training,True,car,Tesla Model 3,1,767,10,100,0,57,167,,Alix,Regnier,"1, rue de Durand, 72308 Baudry-les-Bains","Université de Franche-Comté, Montbéliard",Montbéliard,True,electric,Tesla Model 3,5.0,9.0,electric,0.03,0.15,13,7
214,214,Besançon,Nice,2025-05-04 10:30:00,2025-05-06 10:30:00,Meeting,True,car,,1,252,20,200,0,62,282,,Célina,Charles,"314, rue Nicolas Barthelemy, 56175 Bouvier","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,10,2
215,215,Montbéliard,Strasbourg,2025-05-09 15:45:00,2025-05-10 07:15:00,Conference,True,car,Tesla Model 3,0,724,10,100,0,83,193,,Martine,Legrand,"82, rue Regnier, 39690 Sainte VictorVille","Université de Franche-Comté, Montbéliard",Montbéliard,True,electric,Tesla Model 3,5.0,10.0,electric,0.03,0.15,15,3
216,216,Montbéliard,Toulouse,2025-05-02 10:45:00,2025-05-05 15:45:00,Conference,True,car,Toyota Prius,0,510,30,300,0,113,443,,Alexandre,Rolland,"53, avenue Riou, 58252 Saint Constanceboeuf","Université de Franche-Comté, Montbéliard",Montbéliard,True,hybrid,Toyota Prius,5.0,5.0,hybrid,0.1,,10,0
217,217,Belfort,Toulouse,2025-05-10 17:45:00,2025-05-11 07:30:00,Conference,True,car,,0,337,10,100,0,86,196,,Chantal,Goncalves,"rue de Schneider, 10959 Vasseurdan","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,17,5
218,218,Belfort,Toulouse,2025-05-05 20:00:00,2025-05-08 13:45:00,Meeting,True,car,Peugeot 208,1,332,30,300,0,143,473,,Marguerite,Brun,"68, avenue de Teixeira, 77711 Sainte Rémy","Université de Franche-Comté, Belfort",Belfort,True,diesel,Peugeot 208,5.0,9.0,diesel,0.155,,20,4
219,219,Besançon,Toulouse,2025-05-04 07:00:00,2025-05-05 13:30:00,Meeting,True,car,Tesla Model 3,1,530,10,100,0,117,227,,Étienne,Fernandez,"954, boulevard Denis, 61430 Guillon","Université de Franche-Comté, Besançon",Besançon,True,electric,Tesla Model 3,5.0,8.0,electric,0.03,0.15,7,7
220,220,Besançon,Dijon,2025-05-11 19:15:00,2025-05-13 13:45:00,Training,True,plane,,1,415,0,200,120,79,399,Dole-Jura,Claire,Vidal,"82, rue Henri Lejeune, 23130 Breton-sur-Blanchard","Université de Franche-Comté, Besançon",Besançon,True,gasoline,Fiat Panda,4.0,8.0,gasoline,0.17,,19,4
221,221,Montbéliard,Dijon,2025-05-11 16:30:00,2025-05-13 06:30:00,Training,True,plane,,1,289,0,200,120,105,425,Basel-Mulhouse,Gabriel,Cohen,"boulevard de Blin, 22616 Roger","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,16,4
222,222,Belfort,Strasbourg,2025-05-04 19:30:00,2025-05-07 16:45:00,Meeting,True,plane,,0,368,0,300,120,135,555,Basel-Mulhouse,Julien,Mary,"499, chemin de Poirier, 75685 Berniernec","Université de Franche-Comté, Belfort",Belfort,True,hybrid,Toyota Prius,5.0,7.0,hybrid,0.1,,19,0
223,223,Montbéliard,Toulouse,2025-05-09 14:15:00,2025-05-11 14:00:00,Training,True,car,Peugeot 208,0,794,20,200,0,81,301,,Richard,Delannoy,"avenue Lecomte, 45130 Berthelot","Université de Franche-Comté, Montbéliard",Montbéliard,True,diesel,Peugeot 208,5.0,10.0,diesel,0.155,,14,3
224,224,Belfort,Paris,2025-05-11 20:00:00,2025-05-12 15:00:00,Training,True,plane,,1,764,0,100,120,133,353,Basel-Mulhouse,Nathalie,Mathieu,"avenue Sophie Torres, 26709 Guillet-les-Bains","Université de Franche-Comté, Belfort",Belfort,True,diesel,Peugeot 208,5.0,6.0,diesel,0.155,,20,1
225,225,Montbéliard,Paris,2025-05-03 18:45:00,2025-05-05 09:15:00,Meeting,True,car,Audi A4,0,597,20,200,0,110,330,,Jérôme,Royer,"avenue de Legrand, 23190 PagesVille","Université de Franche-Comté, Montbéliard",Montbéliard,True,gasoline,Audi A4,5.0,5.0,gasoline,0.185,,18,3
226,226,Belfort,Strasbourg,2025-05-10 15:45:00,2025-05-13 09:30:00,Conference,True,plane,,0,188,0,300,120,135,555,Basel-Mulhouse,Alphonse,Bernier,"53, rue Léon Bousquet, 53567 Girard","Université de Franche-Comté, Belfort",Belfort,True,hybrid,Toyota Prius,5.0,6.0,hybrid,0.1,,15,0
227,227,Montbéliard,Toulouse,2025-05-11 20:15:00,2025-05-14 16:00:00,Meeting,True,car,Audi A4,0,373,30,300,0,129,459,,Suzanne,Teixeira,"30, avenue de Pruvost, 85925 Saint Éricdan","Université de Franche-Comté, Montbéliard",Montbéliard,True,gasoline,Audi A4,5.0,10.0,gasoline,0.185,,20,8
228,228,Belfort,Paris,2025-05-05 09:00:00,2025-05-07 17:45:00,Conference,True,plane,,0,435,0,200,120,92,412,Basel-Mulhouse,Maurice,Blanchard,"42, chemin de Vincent, 39552 Marty","Université de Franche-Comté, Belfort",Belfort,True,diesel,Peugeot 208,5.0,5.0,diesel,0.155,,9,6
229,229,Besançon,Dijon,2025-05-10 09:30:00,2025-05-13 13:45:00,Training,True,car,Toyota Prius,0,542,30,300,0,118,448,,Luce,Pineau,"55, avenue Maillet, 64970 Mendès","Université de Franche-Comté, Besançon",Besançon,True,hybrid,Toyota Prius,5.0,8.0,hybrid,0.1,,9,0
230,230,Besançon,Dijon,2025-05-04 18:15:00,2025-05-06 17:15:00,Conference,True,plane,,0,775,0,200,120,79,399,Dole-Jura,Suzanne,Mathieu,"59, rue de Weiss, 78300 Saint Thomas","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,18,6
231,231,Montbéliard,Toulouse,2025-05-04 10:45:00,2025-05-06 20:00:00,Conference,True,car,,0,433,20,200,0,54,274,,Élisabeth,Blot,"chemin Théodore Andre, 38229 Barthelemy","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,10,5
232,232,Montbéliard,Strasbourg,2025-05-06 13:00:00,2025-05-08 18:30:00,Conference,True,car,Tesla Model 3,0,630,20,200,0,98,318,,Bernard,Vasseur,"5, boulevard de Carlier, 84914 Brun-la-Forêt","Université de Franche-Comté, Montbéliard",Montbéliard,True,electric,Tesla Model 3,5.0,5.0,electric,0.03,0.15,13,3
233,233,Montbéliard,Lyon,2025-05-06 18:00:00,2025-05-07 20:00:00,Conference,True,car,,0,664,10,100,0,68,178,,Arnaude,Lefort,"91, chemin Arthur Roger, 30329 CouturierVille","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,18,3
234,234,Besançon,Lyon,2025-05-08 09:30:00,2025-05-11 06:45:00,Conference,True,plane,,1,507,0,300,120,142,562,Dole-Jura,Arthur,Torres,"546, chemin Benoit, 43747 Noël-sur-Ferreira","Université de Franche-Comté, Besançon",Besançon,True,diesel,Renault Clio,5.0,4.0,diesel,0.16,,9,1
235,235,Montbéliard,Marseille,2025-05-01 19:00:00,2025-05-02 14:15:00,Conference,True,plane,,1,799,0,100,120,105,325,Basel-Mulhouse,Yves,Costa,"3, rue Coste, 62605 Besson","Université de Franche-Comté, Montbéliard",Montbéliard,True,gasoline,Audi A4,5.0,6.0,gasoline,0.185,,19,1
236,236,Belfort,Marseille,2025-05-11 07:45:00,2025-05-14 17:15:00,Conference,True,plane,,0,638,0,300,120,147,567,Basel-Mulhouse,Aurore,Lévêque,"chemin Marcelle Mary, 18805 Rocher","Université de Franche-Comté, Belfort",Belfort,True,hybrid,Toyota Prius,5.0,8.0,hybrid,0.1,,7,0
237,237,Montbéliard,Toulouse,2025-05-01 19:30:00,2025-05-02 16:30:00,Training,True,plane,,1,274,0,100,120,58,278,Basel-Mulhouse,Thibault,Perrier,"41, rue de Jacquot, 30152 Sainte Valentine","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,19,2
238,238,Besançon,Strasbourg,2025-05-03 16:15:00,2025-05-05 16:00:00,Training,True,plane,,1,761,0,200,120,86,406,Dole-Jura,Grégoire,Hernandez,"rue Lefebvre, 24405 Costa","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,16,1
239,239,Belfort,Dijon,2025-05-07 18:15:00,2025-05-09 15:00:00,Conference,True,plane,,1,306,0,200,120,143,463,Basel-Mulhouse,Susan,Peron,"81, avenue Manon Bouvier, 49581 Da Costadan","Université de Franche-Comté, Belfort",Belfort,True,electric,Tesla Model 3,5.0,10.0,electric,0.03,0.15,18,9
240,240,Besançon,Toulouse,2025-05-08 18:15:00,2025-05-09 15:30:00,Conference,True,car,Toyota Prius,1,187,10,100,0,107,217,,Denis,Lefebvre,"1, rue de Adam, 71426 Sainte Juliennec","Université de Franche-Comté, Besançon",Besançon,True,hybrid,Toyota Prius,5.0,5.0,hybrid,0.1,,18,2
241,241,Besançon,Marseille,2025-05-06 09:30:00,2025-05-09 14:30:00,Conference,True,car,Audi A4,1,637,30,300,0,55,385,,Aimé,Lacombe,"rue Gillet, 60276 Torresboeuf","Université de Franche-Comté, Besançon",Besançon,True,gasoline,Audi A4,5.0,6.0,gasoline,0.185,,9,1
242,242,Besançon,Marseille,2025-05-04 09:45:00,2025-05-06 18:30:00,Training,True,plane,,1,131,0,200,120,69,389,Dole-Jura,Jacques,Guilbert,"39, rue Margot Vallée, 44861 Roger-sur-Pages","Université de Franche-Comté, Besançon",Besançon,True,gasoline,Audi A4,5.0,9.0,gasoline,0.185,,9,4
243,243,Besançon,Marseille,2025-05-06 19:00:00,2025-05-08 19:00:00,Meeting,True,plane,,0,374,0,200,120,64,384,Dole-Jura,Georges,Guérin,"avenue Lucy Lopez, 46675 Mary","Université de Franche-Comté, Besançon",Besançon,True,gasoline,Audi A4,5.0,9.0,gasoline,0.185,,19,8
244,244,Montbéliard,Toulouse,2025-05-03 13:45:00,2025-05-04 16:30:00,Training,True,car,Fiat Panda,0,709,10,100,0,87,197,,Alexandria,Gallet,"855, boulevard de Gay, 25337 Weiss-les-Bains","Université de Franche-Comté, Montbéliard",Montbéliard,True,gasoline,Fiat Panda,4.0,9.0,gasoline,0.17,,13,3
245,245,Besançon,Lyon,2025-05-02 13:15:00,2025-05-05 08:00:00,Conference,True,plane,,1,574,0,300,120,55,475,Dole-Jura,Philippe,Laine,"7, rue Pereira, 06467 CosteVille","Université de Franche-Comté, Besançon",Besançon,True,gasoline,Fiat Panda,4.0,10.0,gasoline,0.17,,13,1
246,246,Belfort,Paris,2025-05-08 15:45:00,2025-05-10 09:00:00,Conference,True,car,Peugeot 208,0,720,20,200,0,132,352,,Suzanne,Guilbert,"92, boulevard Laroche, 64672 Sainte IsaacVille","Université de Franche-Comté, Belfort",Belfort,True,diesel,Peugeot 208,5.0,6.0,diesel,0.155,,15,3
247,247,Belfort,Marseille,2025-05-05 06:00:00,2025-05-07 20:00:00,Conference,True,plane,,1,357,0,200,120,132,452,Basel-Mulhouse,Jacques,Imbert,"24, rue Virginie Nicolas, 02930 Aubry","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,6,4
248,248,Montbéliard,Toulouse,2025-05-03 16:30:00,2025-05-04 16:45:00,Training,True,plane,,0,128,0,100,120,79,299,Basel-Mulhouse,Aurore,Boulay,"9, chemin Mathilde Pierre, 10638 Lemonnier-la-Forêt","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,16,5
249,249,Belfort,Strasbourg,2025-05-02 10:30:00,2025-05-04 16:00:00,Training,True,car,Peugeot 208,0,386,20,200,0,96,316,,Jeannine,Laurent,"4, rue de Vidal, 11198 Launay","Université de Franche-Comté, Belfort",Belfort,True,diesel,Peugeot 208,5.0,5.0,diesel,0.155,,10,5
250,250,Montbéliard,Toulouse,2025-05-03 19:15:00,2025-05-06 19:15:00,Training,True,car,Fiat Panda,1,595,30,300,0,134,464,,Marcel,Schneider,"84, boulevard Françoise Diaz, 20569 Lejeune-sur-Charles","Université de Franche-Comté, Montbéliard",Montbéliard,True,gasoline,Fiat Panda,4.0,7.0,gasoline,0.17,,19,1
251,251,Besançon,Dijon,2025-05-11 13:00:00,2025-05-14 08:45:00,Conference,True,plane,,0,424,0,300,120,112,532,Dole-Jura,Hélène,Chauvet,"190, chemin Royer, 20756 Neveudan","Université de Franche-Comté, Besançon",Besançon,True,diesel,Peugeot 208,5.0,8.0,diesel,0.155,,13,8
252,252,Montbéliard,Lyon,2025-05-08 13:45:00,2025-05-10 16:15:00,Conference,True,plane,,0,233,0,200,120,58,378,Basel-Mulhouse,Aurore,Bazin,"47, rue de Rémy, 07638 Maillet","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,13,8
253,253,Besançon,Paris,2025-05-06 11:30:00,2025-05-09 12:15:00,Training,True,car,,1,380,30,300,0,60,390,,Laurence,De Oliveira,"6, avenue Adam, 91863 Mathieu","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,11,4
254,254,Montbéliard,Marseille,2025-05-10 19:15:00,2025-05-13 18:30:00,Conference,True,car,,1,755,30,300,0,131,461,,Daniel,Carre,"19, boulevard Thibaut Leduc, 24302 Saint Sabine-les-Bains","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,19,1
255,255,Besançon,Lyon,2025-05-04 15:45:00,2025-05-06 12:30:00,Meeting,True,car,,0,718,20,200,0,64,284,,Hortense,Barbier,"rue Fischer, 77166 Sainte Mathilde","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,15,3
256,256,Montbéliard,Toulouse,2025-05-06 13:00:00,2025-05-08 07:15:00,Conference,True,plane,,1,340,0,200,120,94,414,Basel-Mulhouse,Aimée,Legendre,"61, chemin Leclerc, 38630 Galletnec","Université de Franche-Comté, Montbéliard",Montbéliard,True,diesel,Peugeot 208,5.0,6.0,diesel,0.155,,13,4
257,257,Belfort,Nice,2025-05-10 09:45:00,2025-05-12 09:30:00,Training,True,car,Toyota Prius,1,747,20,200,0,57,277,,Chantal,Garcia,"97, chemin Olivier, 40718 Dupré","Université de Franche-Comté, Belfort",Belfort,True,hybrid,Toyota Prius,5.0,5.0,hybrid,0.1,,9,7
258,258,Belfort,Toulouse,2025-05-06 15:15:00,2025-05-08 20:45:00,Conference,True,plane,,1,488,0,200,120,119,439,Basel-Mulhouse,Thierry,Colas,"chemin Joséphine Besnard, 38378 Robert","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,15,4
259,259,Montbéliard,Strasbourg,2025-05-05 08:00:00,2025-05-08 08:00:00,Meeting,True,car,Renault Clio,0,587,30,300,0,121,451,,Adrien,Sanchez,"28, chemin Texier, 71601 Saint Sophie","Université de Franche-Comté, Montbéliard",Montbéliard,True,diesel,Renault Clio,5.0,8.0,diesel,0.16,,8,6
260,260,Belfort,Marseille,2025-05-04 20:45:00,2025-05-05 07:00:00,Meeting,True,car,Peugeot 208,0,321,10,100,0,137,247,,Christine,Delmas,"20, boulevard Andrée Clerc, 74278 Jacques-les-Bains","Université de Franche-Comté, Belfort",Belfort,True,diesel,Peugeot 208,5.0,8.0,diesel,0.155,,20,5
261,261,Belfort,Lyon,2025-05-05 07:45:00,2025-05-06 13:45:00,Meeting,True,car,,1,488,10,100,0,103,213,,Roland,Lombard,"boulevard Danielle Leblanc, 88410 Boutin","Université de Franche-Comté, Belfort",Belfort,False,,,,,,,,7,2
262,262,Besançon,Lyon,2025-05-04 19:45:00,2025-05-05 11:15:00,Training,True,plane,,0,768,0,100,120,93,313,Dole-Jura,Raymond,Rey,"6, boulevard Da Silva, 97658 Saint Antoinette-les-Bains","Université de Franche-Comté, Besançon",Besançon,False,,,,,,,,19,3
263,263,Montbéliard,Dijon,2025-05-10 08:30:00,2025-05-11 11:15:00,Meeting,True,plane,,1,540,0,100,120,125,345,Basel-Mulhouse,Martine,Pereira,"88, chemin Guyon, 97663 Delahaye","Université de Franche-Comté, Montbéliard",Montbéliard,False,,,,,,,,8,1
